ts,city,temp,cond
1998-05-29 00:00:00.0,London,119,Slight or moderate blowing snow generally high (above eye level)
1998-06-01 00:00:00.0,London,53,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-06-02 00:00:00.0,London,118,Fog or ice fog in patches
1998-06-03 00:00:00.0,London,52,"Rain shower(s) moderate or heavy"
1996-08-08 00:00:00.0,Lule,76,"Rain or drizzle and snow moderate or heavy"
1996-08-09 00:00:00.0,Lule,94,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1996-08-13 00:00:00.0,Lule,96,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1996-08-14 00:00:00.0,Lule,114,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1996-08-20 00:00:00.0,Lule,83,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-08-26 00:00:00.0,Lule,87,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1996-08-28 00:00:00.0,Lule,76,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1996-09-09 00:00:00.0,Lule,71,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1996-09-11 00:00:00.0,Lule,92,"Drizzle freezing moderate or heavy (dense)"
1996-09-19 00:00:00.0,Lule,46,"Drizzle not freezing continuous moderate at time of observation"
1996-09-30 00:00:00.0,Lule,85,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1996-10-07 00:00:00.0,Lule,63,Rain (not freezing) not falling as shower(s)
1996-10-17 00:00:00.0,Lule,82,Haze
1996-10-28 00:00:00.0,Lule,119,"Drizzle not freezing intermittent moderate at time of observation"
1996-10-30 00:00:00.0,Lule,54,"Rain not freezing continuous heavy at time of observation"
1996-10-31 00:00:00.0,Lule,80,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1996-11-11 00:00:00.0,Lule,82,Thunderstorm (with or without precipitation)
1996-11-19 00:00:00.0,Lule,63,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1996-11-26 00:00:00.0,Lule,72,"Intermittent fall of snowflakes slight at time of observation"
1996-11-28 00:00:00.0,Lule,117,Fog or ice fog
1996-12-18 00:00:00.0,Lule,108,"Rain freezing slight"
1996-12-20 00:00:00.0,Lule,96,Fog or ice fog
1996-12-30 00:00:00.0,Lule,72,"Rain shower(s) moderate or heavy"
1997-01-09 00:00:00.0,Lule,85,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-01-13 00:00:00.0,Lule,68,Severe duststorm or sandstorm has decreased during the preceding hour
1997-01-14 00:00:00.0,Lule,48,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-01-15 00:00:00.0,Lule,96,"Drizzle freezing slight"
1997-01-16 00:00:00.0,Lule,62,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-01-17 00:00:00.0,Lule,112,"Drizzle not freezing intermittent moderate at time of observation"
1997-01-20 00:00:00.0,Lule,86,"Rain freezing slight"
1997-01-27 00:00:00.0,Lule,78,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1997-01-29 00:00:00.0,Lule,48,"Rain shower(s) moderate or heavy"
1997-01-31 00:00:00.0,Lule,64,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-02-03 00:00:00.0,Lule,78,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1997-02-06 00:00:00.0,Lule,107,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1997-02-12 00:00:00.0,Lule,93,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-02-18 00:00:00.0,Lule,54,Snow not falling as shower(s)
1997-02-21 00:00:00.0,Lule,59,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-03-06 00:00:00.0,Lule,95,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-03-12 00:00:00.0,Lule,75,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-03-13 00:00:00.0,Lule,71,"Drizzle not freezing continuous moderate at time of observation"
1997-03-17 00:00:00.0,Lule,111,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1997-03-18 00:00:00.0,Lule,81,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1997-03-24 00:00:00.0,Lule,118,"Drizzle not freezing intermittent slight at time of observation"
1997-03-28 00:00:00.0,Lule,81,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1997-04-01 00:00:00.0,Lule,41,"Rain not freezing continuous moderate at time of observation"
1997-04-03 00:00:00.0,Lule,57,Rain (not freezing) not falling as shower(s)
1997-04-07 00:00:00.0,Lule,77,Haze
1997-04-11 00:00:00.0,Lule,99,Heavy drifting snow generally low (below eye level)
1997-04-14 00:00:00.0,Lule,78,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1997-04-23 00:00:00.0,Lule,105,Fog or ice fog in patches
1997-04-24 00:00:00.0,Lule,70,"Rain or drizzle and snow moderate or heavy"
1997-04-29 00:00:00.0,Lule,62,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1997-05-02 00:00:00.0,Lule,81,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-05-12 00:00:00.0,Lule,46,Slight or moderate drifting snow generally low (below eye level)
1997-05-13 00:00:00.0,Lule,47,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-05-20 00:00:00.0,Lule,87,"Drizzle not freezing intermittent slight at time of observation"
1997-05-22 00:00:00.0,Lule,53,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-05-26 00:00:00.0,Lule,39,"Rain not freezing intermittent heavy at time of observation"
1997-05-29 00:00:00.0,Lule,64,"Rain not freezing intermittent slight at time of observation"
1997-06-02 00:00:00.0,Lule,100,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-06-05 00:00:00.0,Lule,47,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1997-06-10 00:00:00.0,Lule,72,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-06-16 00:00:00.0,Lule,61,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1997-06-20 00:00:00.0,Lule,104,"Thunderstorm but no precipitation at the time of observation"
1997-06-27 00:00:00.0,Lule,47,"Intermittent fall of snowflakes moderate at time of observation"
1997-06-30 00:00:00.0,Lule,50,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-07-03 00:00:00.0,Lule,102,"Rain shower(s) moderate or heavy"
1997-07-04 00:00:00.0,Lule,74,"Continuous fall of snowflakes slight at time of observation"
1997-07-15 00:00:00.0,Lule,52,Severe duststorm or sandstorm has decreased during the preceding hour
1997-07-16 00:00:00.0,Lule,50,Slight or moderate drifting snow generally low (below eye level)
1997-07-17 00:00:00.0,Lule,113,"Rain shower(s) moderate or heavy"
1997-07-22 00:00:00.0,Lule,94,"Rain shower(s) moderate or heavy"
1997-07-23 00:00:00.0,Lule,77,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-07-31 00:00:00.0,Lule,56,"Intermittent fall of snowflakes moderate at time of observation"
1997-08-01 00:00:00.0,Lule,94,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1997-08-04 00:00:00.0,Lule,116,Cloud development not observed or not observable
1997-08-05 00:00:00.0,Lule,68,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1997-08-13 00:00:00.0,Lule,85,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-08-15 00:00:00.0,Lule,81,Mist
1997-08-22 00:00:00.0,Lule,94,"Continuous fall of snowflakes heavy at time of observation"
1997-08-26 00:00:00.0,Lule,76,"Thunderstorm but no precipitation at the time of observation"
1997-08-27 00:00:00.0,Lule,99,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-09-01 00:00:00.0,Lule,60,"Drizzle not freezing intermittent moderate at time of observation"
1997-09-02 00:00:00.0,Lule,91,"Rain not freezing continuous slight at time of observation"
1997-09-08 00:00:00.0,Lule,97,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1997-09-09 00:00:00.0,Lule,95,"Shower(s) of rain and snow mixed slight"
1997-09-12 00:00:00.0,Lule,46,Squalls at or within sight of the station during the preceding hour or at the time of observation
1997-09-17 00:00:00.0,Lule,55,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1997-09-24 00:00:00.0,Lule,89,"Thunderstorm but no precipitation at the time of observation"
1997-09-30 00:00:00.0,Lule,52,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-10-01 00:00:00.0,Lule,80,Shower(s) of snow or of rain and snow
1997-10-08 00:00:00.0,Lule,63,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-10-21 00:00:00.0,Lule,117,"Thunderstorm but no precipitation at the time of observation"
1997-10-24 00:00:00.0,Lule,51,"Intermittent fall of snowflakes slight at time of observation"
1997-10-28 00:00:00.0,Lule,58,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-10-29 00:00:00.0,Lule,66,"Intermittent fall of snowflakes slight at time of observation"
1997-11-07 00:00:00.0,Lule,86,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1997-11-11 00:00:00.0,Lule,84,"Drizzle not freezing intermittent moderate at time of observation"
1997-11-17 00:00:00.0,Lule,83,Freezing drizzle or freezing rain not falling as shower(s)
1997-11-19 00:00:00.0,Lule,70,Diamond dust (with or without fog)
1997-11-24 00:00:00.0,Lule,51,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-12-02 00:00:00.0,Lule,59,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-12-03 00:00:00.0,Lule,85,"Drizzle freezing slight"
1997-12-05 00:00:00.0,Lule,109,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-12-09 00:00:00.0,Lule,89,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-12-15 00:00:00.0,Lule,48,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-12-16 00:00:00.0,Lule,50,"Rain or drizzle and snow moderate or heavy"
1997-12-17 00:00:00.0,Lule,40,"Rain shower(s) slight"
1997-12-19 00:00:00.0,Lule,43,Slight or moderate blowing snow generally high (above eye level)
1997-12-25 00:00:00.0,Lule,59,"Rain freezing moderate or heavy"
1997-12-31 00:00:00.0,Lule,80,Snow grains (with or without fog)
1998-01-02 00:00:00.0,Lule,116,Thunderstorm (with or without precipitation)
1998-01-06 00:00:00.0,Lule,110,Shower(s) of snow or of rain and snow
1998-01-13 00:00:00.0,Lule,80,Rain and snow or ice pellets not falling as shower(s)
1998-01-14 00:00:00.0,Lule,80,Haze
1998-01-22 00:00:00.0,Lule,118,"Drizzle not freezing continuous moderate at time of observation"
1998-01-26 00:00:00.0,Lule,95,"Shower(s) of rain and snow mixed moderate or heavy"
1998-01-29 00:00:00.0,Lule,58,"Rain shower(s) moderate or heavy"
1998-02-02 00:00:00.0,Lule,104,Severe duststorm or sandstorm no appreciable change during the preceding hour
1998-02-04 00:00:00.0,Lule,39,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1998-02-06 00:00:00.0,Lule,53,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-02-13 00:00:00.0,Lule,102,Slight or moderate blowing snow generally high (above eye level)
1998-02-17 00:00:00.0,Lule,79,Haze
1998-02-20 00:00:00.0,Lule,71,Slight or moderate drifting snow generally low (below eye level)
1998-02-23 00:00:00.0,Lule,62,"Rain not freezing intermittent heavy at time of observation"
1998-02-24 00:00:00.0,Lule,93,Isolated star-like snow crystals (with or without fog)
1998-02-25 00:00:00.0,Lule,72,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1998-02-26 00:00:00.0,Lule,119,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1998-03-02 00:00:00.0,Lule,58,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1998-03-03 00:00:00.0,Lule,52,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1998-03-06 00:00:00.0,Lule,84,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-03-09 00:00:00.0,Lule,46,"Show shower(s) slight"
1998-03-10 00:00:00.0,Lule,54,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1998-03-11 00:00:00.0,Lule,118,"Shower(s) of rain and snow mixed moderate or heavy"
1998-03-16 00:00:00.0,Lule,67,Snow grains (with or without fog)
1998-03-23 00:00:00.0,Lule,107,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1998-03-24 00:00:00.0,Lule,66,Drizzle (not freezing) or snow grains not falling as shower(s)
1998-03-26 00:00:00.0,Lule,59,"Drizzle freezing slight"
1998-03-27 00:00:00.0,Lule,115,"Precipitation within sight not reaching the ground or the surface of the sea"
1998-03-30 00:00:00.0,Lule,92,"Rain freezing slight"
1998-03-31 00:00:00.0,Lule,71,"Rain not freezing intermittent moderate at time of observation"
1998-04-01 00:00:00.0,Lule,66,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1998-04-03 00:00:00.0,Lule,115,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1998-04-07 00:00:00.0,Lule,73,"Continuous fall of snowflakes moderate at time of observation"
1998-04-08 00:00:00.0,Lule,43,Rain and snow or ice pellets not falling as shower(s)
1998-04-13 00:00:00.0,Lule,110,"Intermittent fall of snowflakes slight at time of observation"
1998-04-14 00:00:00.0,Lule,75,State of sky on the whole unchanged
1998-04-15 00:00:00.0,Lule,113,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-04-16 00:00:00.0,Lule,78,"Rain not freezing intermittent heavy at time of observation"
1998-04-17 00:00:00.0,Lule,86,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-04-20 00:00:00.0,Lule,75,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1998-04-24 00:00:00.0,Lule,55,"Drizzle and rain moderate or heavy"
1998-04-29 00:00:00.0,Lule,75,Clouds generally forming or developing
1998-05-04 00:00:00.0,Lule,117,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-05-06 00:00:00.0,Lule,96,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1998-05-20 00:00:00.0,Lule,83,Drizzle (not freezing) or snow grains not falling as shower(s)
1998-05-21 00:00:00.0,Lule,55,Freezing drizzle or freezing rain not falling as shower(s)
1998-05-25 00:00:00.0,Lule,64,"Rain not freezing continuous moderate at time of observation"
1998-05-27 00:00:00.0,Lule,101,"Fog depositing rime sky visible"
1998-06-01 00:00:00.0,Lule,78,"Drizzle freezing slight"
1998-06-02 00:00:00.0,Lule,108,"Snow shower(s) moderate or heavy"
1998-06-03 00:00:00.0,Lule,80,Severe duststorm or sandstorm has decreased during the preceding hour
1996-08-05 00:00:00.0,Lyon,59,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1996-08-06 00:00:00.0,Lyon,79,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1996-08-14 00:00:00.0,Lyon,87,Rain (not freezing) not falling as shower(s)
1996-08-15 00:00:00.0,Lyon,67,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1996-08-30 00:00:00.0,Lyon,39,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1996-10-03 00:00:00.0,Lyon,94,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1996-10-07 00:00:00.0,Lyon,93,Severe duststorm or sandstorm no appreciable change during the preceding hour
1996-10-31 00:00:00.0,Lyon,100,Rain and snow or ice pellets not falling as shower(s)
1996-11-13 00:00:00.0,Lyon,117,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1996-11-18 00:00:00.0,Lyon,78,"Rain not freezing intermittent slight at time of observation"
1996-11-26 00:00:00.0,Lyon,101,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1996-11-29 00:00:00.0,Lyon,92,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1996-12-02 00:00:00.0,Lyon,84,Freezing drizzle or freezing rain not falling as shower(s)
1996-12-09 00:00:00.0,Lyon,100,Severe duststorm or sandstorm no appreciable change during the preceding hour
1996-12-16 00:00:00.0,Lyon,71,"Continuous fall of snowflakes slight at time of observation"
1996-12-17 00:00:00.0,Lyon,74,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1996-12-18 00:00:00.0,Lyon,111,Fog or ice fog
1997-01-02 00:00:00.0,Lyon,49,State of sky on the whole unchanged
1997-01-06 00:00:00.0,Lyon,89,"Continuous fall of snowflakes slight at time of observation"
1997-01-16 00:00:00.0,Lyon,82,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-02-11 00:00:00.0,Lyon,66,Heavy blowing snow generally high (above eye level)
1997-02-17 00:00:00.0,Lyon,97,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-02-24 00:00:00.0,Lyon,76,"Rain shower(s) slight"
1997-02-25 00:00:00.0,Lyon,75,"Rain not freezing continuous moderate at time of observation"
1997-03-03 00:00:00.0,Lyon,71,"Continuous fall of snowflakes heavy at time of observation"
1997-03-05 00:00:00.0,Lyon,64,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1997-03-19 00:00:00.0,Lyon,80,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-03-27 00:00:00.0,Lyon,73,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-04-01 00:00:00.0,Lyon,93,"Rain not freezing continuous moderate at time of observation"
1997-04-25 00:00:00.0,Lyon,83,Snow not falling as shower(s)
1997-04-28 00:00:00.0,Lyon,67,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-05-16 00:00:00.0,Lyon,48,Thunderstorm (with or without precipitation)
1997-05-27 00:00:00.0,Lyon,114,Fog or ice fog
1997-05-30 00:00:00.0,Lyon,114,"Rain not freezing intermittent heavy at time of observation"
1997-06-18 00:00:00.0,Lyon,94,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-06-20 00:00:00.0,Lyon,85,Shower(s) of rain
1997-07-23 00:00:00.0,Lyon,96,"Precipitation within sight not reaching the ground or the surface of the sea"
1997-07-29 00:00:00.0,Lyon,90,"Rain not freezing intermittent heavy at time of observation"
1997-08-01 00:00:00.0,Lyon,79,"Rain or drizzle and snow moderate or heavy"
1997-08-07 00:00:00.0,Lyon,55,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1997-08-08 00:00:00.0,Lyon,89,"Show shower(s) slight"
1997-08-19 00:00:00.0,Lyon,76,Snow grains (with or without fog)
1997-09-03 00:00:00.0,Lyon,86,Clouds generally forming or developing
1997-09-09 00:00:00.0,Lyon,70,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-09-10 00:00:00.0,Lyon,97,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1997-09-12 00:00:00.0,Lyon,85,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1997-09-24 00:00:00.0,Lyon,65,Haze
1997-09-30 00:00:00.0,Lyon,58,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-10-02 00:00:00.0,Lyon,97,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1997-10-03 00:00:00.0,Lyon,53,"Shower(s) of rain and snow mixed moderate or heavy"
1997-10-09 00:00:00.0,Lyon,63,"Fog or ice fog sky visible no appreciable change during the preceding hour"
1997-10-15 00:00:00.0,Lyon,47,"Rain freezing moderate or heavy"
1997-10-16 00:00:00.0,Lyon,65,"Thunderstorm but no precipitation at the time of observation"
1997-10-24 00:00:00.0,Lyon,78,"Shower(s) of rain and snow mixed slight"
1997-11-12 00:00:00.0,Lyon,82,Freezing drizzle or freezing rain not falling as shower(s)
1997-11-21 00:00:00.0,Lyon,79,"Rain shower(s) slight"
1997-11-28 00:00:00.0,Lyon,97,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-12-15 00:00:00.0,Lyon,66,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1997-12-26 00:00:00.0,Lyon,68,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-12-29 00:00:00.0,Lyon,119,"Rain or drizzle and snow moderate or heavy"
1997-12-30 00:00:00.0,Lyon,106,Rain and snow or ice pellets not falling as shower(s)
1998-01-05 00:00:00.0,Lyon,94,"Rain freezing moderate or heavy"
1998-01-09 00:00:00.0,Lyon,119,"Shower(s) of rain and snow mixed moderate or heavy"
1998-01-13 00:00:00.0,Lyon,105,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1998-01-15 00:00:00.0,Lyon,106,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1998-01-20 00:00:00.0,Lyon,62,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1998-01-28 00:00:00.0,Lyon,62,Drizzle (not freezing) or snow grains not falling as shower(s)
1998-02-02 00:00:00.0,Lyon,76,"Rain not freezing continuous moderate at time of observation"
1998-02-04 00:00:00.0,Lyon,89,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1998-02-09 00:00:00.0,Lyon,97,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1998-02-12 00:00:00.0,Lyon,61,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1998-02-16 00:00:00.0,Lyon,94,Snow grains (with or without fog)
1998-02-18 00:00:00.0,Lyon,92,Mist
1998-03-05 00:00:00.0,Lyon,49,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-03-06 00:00:00.0,Lyon,40,"Rain shower(s) violent"
1998-03-10 00:00:00.0,Lyon,93,"Rain not freezing continuous heavy at time of observation"
1998-03-11 00:00:00.0,Lyon,99,Slight or moderate blowing snow generally high (above eye level)
1998-03-20 00:00:00.0,Lyon,91,"Fog depositing rime sky visible"
1998-03-24 00:00:00.0,Lyon,110,"Fog depositing rime sky invisible"
1998-03-26 00:00:00.0,Lyon,87,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1998-04-06 00:00:00.0,Lyon,111,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1998-04-09 00:00:00.0,Lyon,112,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-04-17 00:00:00.0,Lyon,96,Ice pellets
1998-04-23 00:00:00.0,Lyon,61,"Lightning visible no thunder heard"
1998-04-27 00:00:00.0,Lyon,77,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-05-05 00:00:00.0,Lyon,91,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1998-05-08 00:00:00.0,Lyon,117,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1998-05-13 00:00:00.0,Lyon,80,"Drizzle and rain moderate or heavy"
1998-05-15 00:00:00.0,Lyon,62,Rain and snow or ice pellets not falling as shower(s)
1998-05-19 00:00:00.0,Lyon,49,Rain (not freezing) not falling as shower(s)
1998-05-28 00:00:00.0,Lyon,67,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1998-05-29 00:00:00.0,Lyon,74,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-08-28 00:00:00.0,Madrid,93,Drizzle (not freezing) or snow grains not falling as shower(s)
1996-09-12 00:00:00.0,Madrid,102,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-09-16 00:00:00.0,Madrid,104,Severe duststorm or sandstorm has decreased during the preceding hour
1996-10-03 00:00:00.0,Madrid,53,"Snow shower(s) moderate or heavy"
1996-10-14 00:00:00.0,Madrid,74,"Drizzle not freezing intermittent slight at time of observation"
1996-10-23 00:00:00.0,Madrid,80,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1996-10-30 00:00:00.0,Madrid,82,"Shower(s) of rain and snow mixed slight"
1996-11-07 00:00:00.0,Madrid,42,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1996-12-16 00:00:00.0,Madrid,87,"Drizzle freezing slight"
1996-12-25 00:00:00.0,Madrid,69,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1996-12-31 00:00:00.0,Madrid,99,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-02-04 00:00:00.0,Madrid,61,"Thunderstorm but no precipitation at the time of observation"
1997-03-03 00:00:00.0,Madrid,101,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-03-05 00:00:00.0,Madrid,67,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-03-19 00:00:00.0,Madrid,64,"Intermittent fall of snowflakes slight at time of observation"
1997-03-24 00:00:00.0,Madrid,116,"Rain not freezing continuous moderate at time of observation"
1997-03-31 00:00:00.0,Madrid,94,"Continuous fall of snowflakes slight at time of observation"
1997-04-07 00:00:00.0,Madrid,60,"Rain shower(s) moderate or heavy"
1997-05-02 00:00:00.0,Madrid,46,"Drizzle not freezing intermittent moderate at time of observation"
1997-05-06 00:00:00.0,Madrid,56,Severe duststorm or sandstorm no appreciable change during the preceding hour
1997-05-20 00:00:00.0,Madrid,67,Severe duststorm or sandstorm has decreased during the preceding hour
1997-05-26 00:00:00.0,Madrid,113,"Rain freezing moderate or heavy"
1997-06-23 00:00:00.0,Madrid,72,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1997-07-07 00:00:00.0,Madrid,65,"Shower(s) of rain and snow mixed slight"
1997-07-14 00:00:00.0,Madrid,43,Heavy blowing snow generally high (above eye level)
1997-08-04 00:00:00.0,Madrid,45,Clouds generally dissolving or becoming less developed
1997-09-05 00:00:00.0,Madrid,74,"Drizzle and rain moderate or heavy"
1997-09-08 00:00:00.0,Madrid,93,"Drizzle not freezing intermittent slight at time of observation"
1997-09-09 00:00:00.0,Madrid,54,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
